ID,IDExpediente,Estado,Regional,Departamento,Municipio,Localidad,Vereda,Class,TipoCombustible,TipoFuenteEmision,Latitud,Longitud,PrecisionUbicacion
431,245860,Sancionatorio,Sabana Centro,Cundinamarca,ZIPAQUIRA,,PÁRAMO DE GUERRERO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.09125275293583,-74.06088682619423,Alta
432,245860,Sancionatorio,Sabana Centro,Cundinamarca,ZIPAQUIRA,,PÁRAMO DE GUERRERO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.091786289171321,-74.06090484950452,Alta
433,246228,Sancionatorio,Magdalena Centro,Cundinamarca,GUAYABAL DE SIQUIMA,,CENTRO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.878296126478888,-74.46459852395759,Alta
434,246504,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,,PATIO BONITO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.132375528009385,-73.90619990454671,Alta
435,246504,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,,PATIO BONITO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.131398841029172,-73.90601076566642,Alta
436,246546,Sancionatorio,Soacha,Cundinamarca,SOACHA,,CIUDADELA SUCRE,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.570174725265038,-74.18884634352828,Alta
437,246748,Sancionatorio,Soacha,Cundinamarca,SOACHA,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.583194589212916,-74.21167379616708,Media
438,246770,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.331783490424381,-74.3974417916346,Alta
439,247030,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,,CERRO VERDE,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.135895341875457,-73.88208195543166,Alta
440,247032,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,,CASA BLANCA,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.119001431967226,-73.9076915770164,Alta
441,247032,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,,PATIO BONITO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.120466231136845,-73.90710496432652,Alta
442,247264,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,,PATIO BONITO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.124209509308468,-73.90525509479042,Alta
443,247264,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,,PATIO BONITO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.123576552789451,-73.90543564246336,Alta
444,249470,Sancionatorio,Soacha,Cundinamarca,SOACHA,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.582006064314671,-74.21204233142628,Media
445,250188,Sancionatorio,Ubate,Cundinamarca,UBATE,,GUATANCUY,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.348180277831223,-73.79713612845529,Alta
446,250358,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,VILLAPINZON,,SAN PEDRO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.19680253569438,-73.61199165539514,Alta
447,251176,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.299121395877108,-74.80354201747208,Alta
448,251428,Sancionatorio,Ubate,Cundinamarca,GUACHETA,,PUEBLO VIEJO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.371921510273315,-73.70319340773649,Alta
449,251608,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,,PUEBLO VIEJO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.224728355963919,-73.81965215359403,Alta
450,251692,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.299226210305596,-74.80740638059103,Alta
451,251728,Sancionatorio,Chiquinquira,Boyacá,RAQUIRA,,FIRITA PEÑA ARRIBA,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.445238605094254,-73.59938880392512,Alta
452,252040,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,VILLAPINZON,,SAN PEDRO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.196140025211011,-73.60875407767658,Alta
453,252496,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.298810007335657,-74.8076672050277,Alta
454,253104,Sancionatorio,Ubate,Cundinamarca,SIMIJACA,,CENTRO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.513440269750506,-73.84693836175244,Alta
455,253104,Sancionatorio,Ubate,Cundinamarca,SIMIJACA,,CENTRO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.513585118455466,-73.84736245999737,Alta
456,253400,Sancionatorio,Ubate,Cundinamarca,UBATE,,GUATANCUY,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.349781511248578,-73.79857893331886,Alta
457,253486,Sancionatorio,Sabana Centro,Cundinamarca,COGUA,,NEUSA,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.073010184713374,-73.95229871945382,Alta
458,253996,Sancionatorio,Gualiva,Cundinamarca,NIMAIMA,,RESGUARDO BAJO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.125392,-74.3853502,Baja
459,254046,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,,PUEBLO VIEJO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.235851920395933,-73.80048817959096,Alta
460,254046,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,,PUEBLO VIEJO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.232932913899285,-73.80465688694254,Alta
462,254246,Sancionatorio,Sabana Centro,Cundinamarca,CAJICA,,CANELÓN,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.90476680895542,-74.03581817790594,Alta
463,254620,Sancionatorio,Sabana Centro,Cundinamarca,CAJICA,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.919479095449158,-74.02560197464095,Alta
464,254754,Sancionatorio,Sabana Centro,Cundinamarca,COGUA,,CASA BLANCA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.135944749673374,-73.9315876860321,Alta
465,255000,Sancionatorio,Sabana Centro,Cundinamarca,TENJO,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.871441039964282,-74.14597162470609,Alta
466,255028,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,CIUDAD BOLIVAR,MOCHUELO BAJO,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.502103307873801,-74.14792707228571,Alta
467,255122,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.07016891922375,-73.8741388145397,Alta
468,255802,Sancionatorio,Sabana Centro,Cundinamarca,COGUA,,NEUSA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.072930550517208,-73.96169572300772,Alta
469,256200,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,SUESCA,,PALMIRA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.067303226427441,-73.82536986009363,Alta
470,256908,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.317077041569522,-74.79686622803895,Alta
471,257900,Sancionatorio,Chiquinquira,Boyacá,RAQUIRA,,RESGUARDO OCCIDENTE,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.49726311840448,-73.62472559770355,Baja
472,258626,Sancionatorio,Sabana Centro,Cundinamarca,COTA,,SIBERIA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.755800032633183,-74.12868027579898,Alta
473,259074,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,,PATIO BONITO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.123314981907553,-73.90796100604113,Alta
474,259074,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,,PATIO BONITO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.122971305114901,-73.90778973748579,Alta
475,259142,Sancionatorio,Alto Magdalena,Cundinamarca,NILO,,LA ESMERALDA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.214282251513867,-74.69134675738793,Alta
476,259382,Sancionatorio,Chiquinquira,Boyacá,RAQUIRA,,FIRITA PEÑA ARRIBA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.428895814123735,-73.61844245301067,Media
477,261630,Sancionatorio,Chiquinquira,Boyacá,CHIQUINQUIRA,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.6182733,-73.8167476,Media
478,262288,Sancionatorio,Ubate,Cundinamarca,LENGUAZAQUE,,RESGUARDO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.31742255462353,-73.70566230783075,Alta
479,262288,Sancionatorio,Ubate,Cundinamarca,LENGUAZAQUE,,RESGUARDO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.319970755715703,-73.7026114889318,Alta
480,263962,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.311753935202193,-74.79378956779624,Alta
481,263990,Sancionatorio,Sabana Centro,Cundinamarca,TENJO,,LA PUNTA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.7961028300108,-74.2112289855591,Alta
482,265736,Sancionatorio,Ubate,Cundinamarca,TAUSA,,RASGATA ALTO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.1949265,-73.9563076,Baja
483,266510,Sancionatorio,Soacha,Cundinamarca,SOACHA,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.583337485371591,-74.21147772163563,Media
484,266794,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,,ORATORIO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.097769907038486,-73.91263933043093,Alta
485,267034,Sancionatorio,Chiquinquira,Boyacá,RAQUIRA,,FIRITA PEÑA ARRIBA,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.434006059550224,-73.60878172636772,Alta
486,267074,Sancionatorio,Ubate,Cundinamarca,GUACHETA,,RABANAL,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.328478226990447,-73.69978254733113,Alta
487,267348,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,,PATIO BONITO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.134886324435548,-73.89488030772235,Alta
488,267448,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,,PATIO BONITO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.137590064724375,-73.89455485061337,Alta
489,267448,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,,PATIO BONITO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.137282231794186,-73.89325618862327,Alta
490,267586,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,,PATIO BONITO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.141587747097725,-73.8970520166181,Alta
491,268660,Sancionatorio,Soacha,Cundinamarca,SOACHA,,AREA URBANA,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.581872823189877,-74.21192512932292,Media
492,268676,Sancionatorio,Soacha,Cundinamarca,SOACHA,,AREA URBANA,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.582590143025211,-74.2120753547326,Media
493,269936,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,,PEÑAS,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.2316116,-73.7567465,Baja
494,270222,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.300762016114748,-74.81822598347996,Alta
495,270832,Sancionatorio,Soacha,Cundinamarca,SOACHA,,BOSATAMA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.618357,-74.2344657,Media
496,271292,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.308893694844855,-74.77741078130506,Alta
497,272168,Sancionatorio,Soacha,Cundinamarca,SOACHA,,CIUDADELA SUCRE,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.5663983153307015,-74.18590782554638,Media
498,272170,Sancionatorio,Soacha,Cundinamarca,SOACHA,,CIUDADELA SUCRE,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.566436621489726,-74.18513115093795,Media
499,272438,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,USAQUEN,EL PÁRAMO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.695219,-74.0309322,Baja
500,273090,Sancionatorio,Ubate,Cundinamarca,SUTATAUSA,,CONCUBITA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.2377338,-73.8549404,Baja
501,273994,Sancionatorio,Ubate,Cundinamarca,SUTATAUSA,,PEÑAS DE BOQUERÓN,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.197543188764451,-73.86156977287244,Alta
502,274106,Sancionatorio,Soacha,Cundinamarca,SIBATE,,CHUSACA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.545109132953464,-74.24444778856964,Media
503,274748,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.295490563091735,-74.8179326541322,Alta
504,275304,Sancionatorio,Sumapaz,Cundinamarca,SILVANIA,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.4039016,-74.3889251,Media
505,275692,Sancionatorio,Ubate,Cundinamarca,GUACHETA,,RABANAL,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.4251105,-73.5569701,Media
506,275776,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,,LA LAGUNA,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.2316116,-73.7567465,Baja
507,276904,Sancionatorio,Sabana Centro,Cundinamarca,TABIO,,RIO FRIO ORIENTAL,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.957045672237348,-74.06304520573721,Alta
508,277174,Sancionatorio,Soacha,Cundinamarca,SOACHA,,PANAMÁ,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.563923509003397,-74.21015042217896,Media
509,277840,Sancionatorio,Ubate,Cundinamarca,SUTATAUSA,,PEÑAS DE BOQUERÓN,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.238498453506546,-73.85468777512754,Baja
510,277840,Sancionatorio,Ubate,Cundinamarca,SUTATAUSA,,PEÑAS DE BOQUERÓN,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.238376742324121,-73.85454213747181,Baja
511,277840,Sancionatorio,Ubate,Cundinamarca,SUTATAUSA,,PEÑAS DE BOQUERÓN,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.238081974560077,-73.85456036338917,Baja
512,277968,Sancionatorio,Alto Magdalena,Cundinamarca,RICAURTE,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.278489030418242,-74.77158229854801,Alta
513,277970,Sancionatorio,Alto Magdalena,Cundinamarca,RICAURTE,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.279935809286241,-74.77161062362819,Alta
514,278282,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.290784321339293,-74.80346207568493,Alta
515,278284,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.290314850395054,-74.80268698663401,Alta
516,278408,Sancionatorio,Soacha,Cundinamarca,SOACHA,,AREA URBANA,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.582113752229697,-74.21192022857137,Media
517,279376,Sancionatorio,Ubate,Cundinamarca,GUACHETA,,SANTUARIO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.3244472,-73.7416109,Baja
518,280458,Sancionatorio,Soacha,Cundinamarca,SOACHA,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.583390678261455,-74.21188413192883,Media
519,280976,Sancionatorio,Soacha,Cundinamarca,SOACHA,,PANAMÁ,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.556102615733071,-74.24149786067338,Alta
520,281502,Sancionatorio,Sumapaz,Cundinamarca,GRANADA,,CARRIZAL,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.5202808,-74.3520944,Baja
521,281670,Sancionatorio,Chiquinquira,Boyacá,RAQUIRA,,RESGUARDO ORIENTE,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.542843115173715,-73.63319903209485,Alta
522,281696,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.304384297977165,-74.80336144373055,Media
523,282068,Sancionatorio,Ubate,Cundinamarca,SIMIJACA,,CENTRO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.5029082,-73.8520601,Media
524,282348,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,CIUDAD BOLIVAR,MOCHUELO ALTO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.4883574,-74.148341,Media
525,282350,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,CIUDAD BOLIVAR,MOCHUELO BAJO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.50780202693714,-74.14822608935815,Media
526,282352,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,CIUDAD BOLIVAR,MOCHUELO BAJO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.508353655882131,-74.14891036816948,Media
527,282354,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,CIUDAD BOLIVAR,MOCHUELO BAJO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.507483812673604,-74.14854864659407,Media
528,282356,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,CIUDAD BOLIVAR,MOCHUELO BAJO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.507783670162516,-74.14816270182135,Media
529,282358,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,CIUDAD BOLIVAR,MOCHUELO BAJO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.507881499769929,-74.1485400757717,Media
530,282360,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,CIUDAD BOLIVAR,MOCHUELO BAJO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.5076752990891205,-74.14800106199111,Media
531,282542,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,CIUDAD BOLIVAR,MOCHUELO BAJO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.508563144565129,-74.14828582466835,Media
532,283436,Sancionatorio,Tequendama,Cundinamarca,TENA,,PEÑA NEGRA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.641435102732765,-74.41418638013744,Alta
533,283576,Sancionatorio,Alto Magdalena,Cundinamarca,TOCAIMA,,MORRO AZUL,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.4579274,-74.6342234,Baja
534,284322,Sancionatorio,Chiquinquira,Boyacá,CHIQUINQUIRA,,SUCRE ORIENTAL,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.558346040461315,-73.82330194303466,Alta
535,287776,Sancionatorio,Ubate,Cundinamarca,UBATE,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.297331888494278,-73.81623024196622,Alta
536,288962,Sancionatorio,Ubate,Cundinamarca,SUSA,,LA GLORIETA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.4387941,-73.839607,Baja
537,289234,Sancionatorio,Chiquinquira,Boyacá,RAQUIRA,,RESGUARDO OCCIDENTE,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.497053366494965,-73.6249324289226,Baja
538,289754,Sancionatorio,Gualiva,Cundinamarca,VILLETA,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.0112575,-74.4702304,Media
539,290848,Sancionatorio,Ubate,Cundinamarca,TAUSA,,RASGATÁ,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.186102066738321,-73.88370819024968,Alta
540,291446,Sancionatorio,Chiquinquira,Boyacá,RAQUIRA,,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,5.4969333,-73.6252566,Media
541,291712,Sancionatorio,Sumapaz,Cundinamarca,ARBELAEZ,,SAN ROQUE,Por emisiones atmosféricas sin cumplir con los requisitos de ley,Sin definir,Sin definir,4.274012700733305,-74.44618631544816,Alta
542,292030,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,,PUEBLO VIEJO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,5.228254326531621,-73.817855663854,Alta
543,292322,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,,AREA URBANA,Emitir por encima de los parámetros establecidos en la norma,Sin definir,Sin definir,4.303998865988572,-74.80285177022022,Media
544,292674,Sancionatorio,Bogotá y Municipio de la Calera,Bogotá,BOGOTA,CIUDAD BOLIVAR,MOCHUELO BAJO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,Sin definir,Sin definir,4.5081923486825595,-74.14884209870277,Media
