IDEstación,IDEmpresa,DistanciaKm,Variable,Incidencia
22,409,41.030987,CO,0.000000
22,409,41.030987,NO,0.000000
22,409,41.030987,NO2,0.000001
22,409,41.030987,NOX,0.000900
22,409,41.030987,PM2.5,0.139544
22,409,41.030987,SO2,0.007381
22,410,27.556661,CO,0.000000
22,410,27.556661,NO,0.000007
22,410,27.556661,NO2,0.000707
22,410,27.556661,NOX,0.022275
22,410,27.556661,PM2.5,0.233180
22,410,27.556661,SO2,0.057550
22,411,42.337770,CO,0.000000
22,411,42.337770,NO,0.000000
22,411,42.337770,NO2,0.000000
22,411,42.337770,NOX,0.000616
22,411,42.337770,PM2.5,0.131349
22,411,42.337770,SO2,0.005794
22,412,28.549800,CO,0.000000
22,412,28.549800,NO,0.000003
22,412,28.549800,NO2,0.000458
22,412,28.549800,NOX,0.018356
22,412,28.549800,PM2.5,0.226072
22,412,28.549800,SO2,0.050848
22,413,96.835340,CO,0.000000
22,413,96.835340,NO,0.000000
22,413,96.835340,NO2,0.000000
22,413,96.835340,NOX,0.000000
22,413,96.835340,PM2.5,0.001943
22,413,96.835340,SO2,0.000000
22,414,28.019892,CO,0.000000
22,414,28.019892,NO,0.000005
22,414,28.019892,NO2,0.000578
22,414,28.019892,NOX,0.020370
22,414,28.019892,PM2.5,0.229868
22,414,28.019892,SO2,0.054350
22,415,28.280861,CO,0.000000
22,415,28.280861,NO,0.000004
22,415,28.280861,NO2,0.000516
22,415,28.280861,NOX,0.019357
22,415,28.280861,PM2.5,0.228000
22,415,28.280861,SO2,0.052604
22,416,28.251456,CO,0.000000
22,416,28.251456,NO,0.000004
22,416,28.251456,NO2,0.000522
22,416,28.251456,NOX,0.019469
22,416,28.251456,PM2.5,0.228210
22,416,28.251456,SO2,0.052799
22,417,31.150077,CO,0.000000
22,417,31.150077,NO,0.000000
22,417,31.150077,NO2,0.000136
22,417,31.150077,NOX,0.010708
22,417,31.150077,PM2.5,0.207392
22,417,31.150077,SO2,0.036013
22,418,28.274096,CO,0.000000
22,418,28.274096,NO,0.000004
22,418,28.274096,NO2,0.000517
22,418,28.274096,NOX,0.019382
22,418,28.274096,PM2.5,0.228048
22,418,28.274096,SO2,0.052649
22,419,28.532736,CO,0.000000
22,419,28.532736,NO,0.000003
22,419,28.532736,NO2,0.000461
22,419,28.532736,NOX,0.018418
22,419,28.532736,PM2.5,0.226194
22,419,28.532736,SO2,0.050958
22,420,25.555208,CO,0.000001
22,420,25.555208,NO,0.000031
22,420,25.555208,NO2,0.001622
22,420,25.555208,NOX,0.032219
22,420,25.555208,PM2.5,0.247365
22,420,25.555208,SO2,0.072885
22,421,45.472442,CO,0.000000
22,421,45.472442,NO,0.000000
22,421,45.472442,NO2,0.000000
22,421,45.472442,NOX,0.000237
22,421,45.472442,PM2.5,0.112723
22,421,45.472442,SO2,0.003143
22,422,24.555078,CO,0.000002
22,422,24.555078,NO,0.000062
22,422,24.555078,NO2,0.002400
22,422,24.555078,NOX,0.038343
22,422,24.555078,PM2.5,0.254349
22,422,24.555078,SO2,0.081472
22,423,96.702774,CO,0.000000
22,423,96.702774,NO,0.000000
22,423,96.702774,NO2,0.000000
22,423,96.702774,NOX,0.000000
22,423,96.702774,PM2.5,0.001971
22,423,96.702774,SO2,0.000000
22,424,71.332348,CO,0.000000
22,424,71.332348,NO,0.000000
22,424,71.332348,NO2,0.000000
22,424,71.332348,NOX,0.000000
22,424,71.332348,PM2.5,0.021049
22,424,71.332348,SO2,0.000004
22,425,44.760586,CO,0.000000
22,425,44.760586,NO,0.000000
22,425,44.760586,NO2,0.000000
22,425,44.760586,NOX,0.000296
22,425,44.760586,PM2.5,0.116818
22,425,44.760586,SO2,0.003625
22,426,97.002772,CO,0.000000
22,426,97.002772,NO,0.000000
22,426,97.002772,NO2,0.000000
22,426,97.002772,NOX,0.000000
22,426,97.002772,PM2.5,0.001908
22,426,97.002772,SO2,0.000000
22,427,69.590173,CO,0.000000
22,427,69.590173,NO,0.000000
22,427,69.590173,NO2,0.000000
22,427,69.590173,NOX,0.000000
22,427,69.590173,PM2.5,0.024125
22,427,69.590173,SO2,0.000007
22,428,29.851115,CO,0.000000
22,428,29.851115,NO,0.000001
22,428,29.851115,NO2,0.000253
22,428,29.851115,NOX,0.014099
22,428,29.851115,PM2.5,0.216726
22,428,29.851115,SO2,0.042946
22,429,93.881899,CO,0.000000
22,429,93.881899,NO,0.000000
22,429,93.881899,NO2,0.000000
22,429,93.881899,NOX,0.000000
22,429,93.881899,PM2.5,0.002657
22,429,93.881899,SO2,0.000000
22,430,31.673022,CO,0.000000
22,430,31.673022,NO,0.000000
22,430,31.673022,NO2,0.000105
22,430,31.673022,NOX,0.009553
22,430,31.673022,PM2.5,0.203641
22,430,31.673022,SO2,0.033477
22,431,31.673022,CO,0.000000
22,431,31.673022,NO,0.000000
22,431,31.673022,NO2,0.000105
22,431,31.673022,NOX,0.009553
22,431,31.673022,PM2.5,0.203641
22,431,31.673022,SO2,0.033477
22,432,31.731428,CO,0.000000
22,432,31.731428,NO,0.000000
22,432,31.731428,NO2,0.000102
22,432,31.731428,NOX,0.009431
22,432,31.731428,PM2.5,0.203223
22,432,31.731428,SO2,0.033203
22,433,40.843733,CO,0.000000
22,433,40.843733,NO,0.000000
22,433,40.843733,NO2,0.000001
22,433,40.843733,NOX,0.000949
22,433,40.843733,PM2.5,0.140738
22,433,40.843733,SO2,0.007637
22,434,41.979504,CO,0.000000
22,434,41.979504,NO,0.000000
22,434,41.979504,NO2,0.000000
22,434,41.979504,NOX,0.000685
22,434,41.979504,PM2.5,0.133572
22,434,41.979504,SO2,0.006196
22,435,41.897535,CO,0.000000
22,435,41.897535,NO,0.000000
22,435,41.897535,NO2,0.000000
22,435,41.897535,NOX,0.000701
22,435,41.897535,PM2.5,0.134083
22,435,41.897535,SO2,0.006292
22,436,28.274096,CO,0.000000
22,436,28.274096,NO,0.000004
22,436,28.274096,NO2,0.000517
22,436,28.274096,NOX,0.019382
22,436,28.274096,PM2.5,0.228048
22,436,28.274096,SO2,0.052649
22,437,27.993078,CO,0.000000
22,437,27.993078,NO,0.000005
22,437,27.993078,NO2,0.000585
22,437,27.993078,NOX,0.020476
22,437,27.993078,PM2.5,0.230060
22,437,27.993078,SO2,0.054532
22,438,62.368181,CO,0.000000
22,438,62.368181,NO,0.000000
22,438,62.368181,NO2,0.000000
22,438,62.368181,NOX,0.000000
22,438,62.368181,PM2.5,0.040964
22,438,62.368181,SO2,0.000055
22,439,43.747799,CO,0.000000
22,439,43.747799,NO,0.000000
22,439,43.747799,NO2,0.000000
22,439,43.747799,NOX,0.000404
22,439,43.747799,PM2.5,0.122783
22,439,43.747799,SO2,0.004424
22,440,40.626832,CO,0.000000
22,440,40.626832,NO,0.000000
22,440,40.626832,NO2,0.000001
22,440,40.626832,NOX,0.001009
22,440,40.626832,PM2.5,0.142126
22,440,40.626832,SO2,0.007943
22,441,40.799349,CO,0.000000
22,441,40.799349,NO,0.000000
22,441,40.799349,NO2,0.000001
22,441,40.799349,NOX,0.000961
22,441,40.799349,PM2.5,0.141021
22,441,40.799349,SO2,0.007699
22,442,41.260889,CO,0.000000
22,442,41.260889,NO,0.000000
22,442,41.260889,NO2,0.000000
22,442,41.260889,NOX,0.000843
22,442,41.260889,PM2.5,0.138085
22,442,41.260889,SO2,0.007077
22,443,41.190605,CO,0.000000
22,443,41.190605,NO,0.000000
22,443,41.190605,NO2,0.000000
22,443,41.190605,NOX,0.000860
22,443,41.190605,PM2.5,0.138530
22,443,41.190605,SO2,0.007169
22,444,28.025570,CO,0.000000
22,444,28.025570,NO,0.000005
22,444,28.025570,NO2,0.000577
22,444,28.025570,NOX,0.020347
22,444,28.025570,PM2.5,0.229828
22,444,28.025570,SO2,0.054312
22,445,68.793046,CO,0.000000
22,445,68.793046,NO,0.000000
22,445,68.793046,NO2,0.000000
22,445,68.793046,NOX,0.000000
22,445,68.793046,PM2.5,0.025650
22,445,68.793046,SO2,0.000008
22,446,69.335660,CO,0.000000
22,446,69.335660,NO,0.000000
22,446,69.335660,NO2,0.000000
22,446,69.335660,NOX,0.000000
22,446,69.335660,PM2.5,0.024603
22,446,69.335660,SO2,0.000007
22,447,96.219868,CO,0.000000
22,447,96.219868,NO,0.000000
22,447,96.219868,NO2,0.000000
22,447,96.219868,NOX,0.000000
22,447,96.219868,PM2.5,0.002075
22,447,96.219868,SO2,0.000000
22,448,76.601226,CO,0.000000
22,448,76.601226,NO,0.000000
22,448,76.601226,NO2,0.000000
22,448,76.601226,NOX,0.000000
22,448,76.601226,PM2.5,0.013651
22,448,76.601226,SO2,0.000001
22,449,55.803069,CO,0.000000
22,449,55.803069,NO,0.000000
22,449,55.803069,NO2,0.000000
22,449,55.803069,NOX,0.000006
22,449,55.803069,PM2.5,0.063035
22,449,55.803069,SO2,0.000307
22,450,96.559268,CO,0.000000
22,450,96.559268,NO,0.000000
22,450,96.559268,NO2,0.000000
22,450,96.559268,NOX,0.000000
22,450,96.559268,PM2.5,0.002001
22,450,96.559268,SO2,0.000000
22,451,90.015240,CO,0.000000
22,451,90.015240,NO,0.000000
22,451,90.015240,NO2,0.000000
22,451,90.015240,NOX,0.000000
22,451,90.015240,PM2.5,0.003944
22,451,90.015240,SO2,0.000000
22,452,69.571521,CO,0.000000
22,452,69.571521,NO,0.000000
22,452,69.571521,NO2,0.000000
22,452,69.571521,NOX,0.000000
22,452,69.571521,PM2.5,0.024160
22,452,69.571521,SO2,0.000007
22,453,96.609874,CO,0.000000
22,453,96.609874,NO,0.000000
22,453,96.609874,NO2,0.000000
22,453,96.609874,NOX,0.000000
22,453,96.609874,PM2.5,0.001991
22,453,96.609874,SO2,0.000000
22,454,83.239978,CO,0.000000
22,454,83.239978,NO,0.000000
22,454,83.239978,NO2,0.000000
22,454,83.239978,NOX,0.000000
22,454,83.239978,PM2.5,0.007571
22,454,83.239978,SO2,0.000000
22,455,83.239170,CO,0.000000
22,455,83.239170,NO,0.000000
22,455,83.239170,NO2,0.000000
22,455,83.239170,NOX,0.000000
22,455,83.239170,PM2.5,0.007571
22,455,83.239170,SO2,0.000000
22,456,68.869878,CO,0.000000
22,456,68.869878,NO,0.000000
22,456,68.869878,NO2,0.000000
22,456,68.869878,NOX,0.000000
22,456,68.869878,PM2.5,0.025499
22,456,68.869878,SO2,0.000008
22,457,33.701492,CO,0.000000
22,457,33.701492,NO,0.000000
22,457,33.701492,NO2,0.000037
22,457,33.701492,NOX,0.006028
22,457,33.701492,PM2.5,0.189178
22,457,33.701492,SO2,0.024932
22,458,47.074713,CO,0.000000
22,458,47.074713,NO,0.000000
22,458,47.074713,NO2,0.000000
22,458,47.074713,NOX,0.000142
22,458,47.074713,PM2.5,0.103809
22,458,47.074713,SO2,0.002261
22,459,58.027992,CO,0.000000
22,459,58.027992,NO,0.000000
22,459,58.027992,NO2,0.000000
22,459,58.027992,NOX,0.000003
22,459,58.027992,PM2.5,0.054762
22,459,58.027992,SO2,0.000175
22,460,57.496932,CO,0.000000
22,460,57.496932,NO,0.000000
22,460,57.496932,NO2,0.000000
22,460,57.496932,NOX,0.000003
22,460,57.496932,PM2.5,0.056660
22,460,57.496932,SO2,0.000201
22,462,12.920191,CO,0.009463
22,462,12.920191,NO,0.026246
22,462,12.920191,NO2,0.072374
22,462,12.920191,NOX,0.174256
22,462,12.920191,PM2.5,0.324064
22,462,12.920191,SO2,0.214689
22,463,14.909475,CO,0.003127
22,463,14.909475,NO,0.012166
22,463,14.909475,NO2,0.046962
22,463,14.909475,NOX,0.143782
22,463,14.909475,PM2.5,0.314249
22,463,14.909475,SO2,0.189837
22,464,40.945495,CO,0.000000
22,464,40.945495,NO,0.000000
22,464,40.945495,NO2,0.000001
22,464,40.945495,NOX,0.000922
22,464,40.945495,PM2.5,0.140088
22,464,40.945495,SO2,0.007497
22,465,8.409730,CO,0.064814
22,465,8.409730,NO,0.099856
22,465,8.409730,NO2,0.153465
22,465,8.409730,NOX,0.243370
22,465,8.409730,PM2.5,0.341856
22,465,8.409730,SO2,0.265864
22,466,34.543628,CO,0.000000
22,466,34.543628,NO,0.000000
22,466,34.543628,NO2,0.000024
22,466,34.543628,NOX,0.004938
22,466,34.543628,PM2.5,0.183233
22,466,34.543628,SO2,0.021943
22,467,38.477282,CO,0.000000
22,467,38.477282,NO,0.000000
22,467,38.477282,NO2,0.000003
22,467,38.477282,NOX,0.001821
22,467,38.477282,PM2.5,0.156207
22,467,38.477282,SO2,0.011590
22,468,33.192036,CO,0.000000
22,468,33.192036,NO,0.000000
22,468,33.192036,NO2,0.000049
22,468,33.192036,NOX,0.006785
22,468,33.192036,PM2.5,0.192794
22,468,33.192036,SO2,0.026894
22,469,42.008087,CO,0.000000
22,469,42.008087,NO,0.000000
22,469,42.008087,NO2,0.000000
22,469,42.008087,NOX,0.000679
22,469,42.008087,PM2.5,0.133394
22,469,42.008087,SO2,0.006163
22,470,94.451354,CO,0.000000
22,470,94.451354,NO,0.000000
22,470,94.451354,NO2,0.000000
22,470,94.451354,NOX,0.000000
22,470,94.451354,PM2.5,0.002503
22,470,94.451354,SO2,0.000000
22,471,93.017554,CO,0.000000
22,471,93.017554,NO,0.000000
22,471,93.017554,NO2,0.000000
22,471,93.017554,NOX,0.000000
22,471,93.017554,PM2.5,0.002906
22,471,93.017554,SO2,0.000000
22,472,6.632968,CO,0.110617
22,472,6.632968,NO,0.144740
22,472,6.632968,NO2,0.189100
22,472,6.632968,NOX,0.267036
22,472,6.632968,PM2.5,0.346970
22,472,6.632968,SO2,0.282134
22,473,41.018278,CO,0.000000
22,473,41.018278,NO,0.000000
22,473,41.018278,NO2,0.000001
22,473,41.018278,NOX,0.000903
22,473,41.018278,PM2.5,0.139625
22,473,41.018278,SO2,0.007398
22,474,40.995750,CO,0.000000
22,474,40.995750,NO,0.000000
22,474,40.995750,NO2,0.000001
22,474,40.995750,NOX,0.000909
22,474,40.995750,PM2.5,0.139768
22,474,40.995750,SO2,0.007429
22,475,92.953309,CO,0.000000
22,475,92.953309,NO,0.000000
22,475,92.953309,NO2,0.000000
22,475,92.953309,NOX,0.000000
22,475,92.953309,PM2.5,0.002926
22,475,92.953309,SO2,0.000000
22,476,87.235018,CO,0.000000
22,476,87.235018,NO,0.000000
22,476,87.235018,NO2,0.000000
22,476,87.235018,NOX,0.000000
22,476,87.235018,PM2.5,0.005186
22,476,87.235018,SO2,0.000000
22,477,95.341828,CO,0.000000
22,477,95.341828,NO,0.000000
22,477,95.341828,NO2,0.000000
22,477,95.341828,NOX,0.000000
22,477,95.341828,PM2.5,0.002279
22,477,95.341828,SO2,0.000000
22,478,71.571516,CO,0.000000
22,478,71.571516,NO,0.000000
22,478,71.571516,NO2,0.000000
22,478,71.571516,NOX,0.000000
22,478,71.571516,PM2.5,0.020653
22,478,71.571516,SO2,0.000004
22,479,72.002661,CO,0.000000
22,479,72.002661,NO,0.000000
22,479,72.002661,NO2,0.000000
22,479,72.002661,NOX,0.000000
22,479,72.002661,PM2.5,0.019955
22,479,72.002661,SO2,0.000003
22,480,94.519235,CO,0.000000
22,480,94.519235,NO,0.000000
22,480,94.519235,NO2,0.000000
22,480,94.519235,NOX,0.000000
22,480,94.519235,PM2.5,0.002485
22,480,94.519235,SO2,0.000000
22,481,12.138666,CO,0.014000
22,481,12.138666,NO,0.034450
22,481,12.138666,NO2,0.084339
22,481,12.138666,NOX,0.186518
22,481,12.138666,PM2.5,0.327609
22,481,12.138666,SO2,0.224239
22,482,45.820794,CO,0.000000
22,482,45.820794,NO,0.000000
22,482,45.820794,NO2,0.000000
22,482,45.820794,NOX,0.000212
22,482,45.820794,PM2.5,0.110749
22,482,45.820794,SO2,0.002929
22,483,27.890180,CO,0.000000
22,483,27.890180,NO,0.000005
22,483,27.890180,NO2,0.000612
22,483,27.890180,NOX,0.020889
22,483,27.890180,PM2.5,0.230796
22,483,27.890180,SO2,0.055233
22,484,38.343774,CO,0.000000
22,484,38.343774,NO,0.000000
22,484,38.343774,NO2,0.000003
22,484,38.343774,NOX,0.001887
22,484,38.343774,PM2.5,0.157099
22,484,38.343774,SO2,0.011857
22,485,88.390676,CO,0.000000
22,485,88.390676,NO,0.000000
22,485,88.390676,NO2,0.000000
22,485,88.390676,NOX,0.000000
22,485,88.390676,PM2.5,0.004633
22,485,88.390676,SO2,0.000000
22,486,72.941826,CO,0.000000
22,486,72.941826,NO,0.000000
22,486,72.941826,NO2,0.000000
22,486,72.941826,NOX,0.000000
22,486,72.941826,PM2.5,0.018501
22,486,72.941826,SO2,0.000002
22,487,42.877883,CO,0.000000
22,487,42.877883,NO,0.000000
22,487,42.877883,NO2,0.000000
22,487,42.877883,NOX,0.000525
22,487,42.877883,PM2.5,0.128033
22,487,42.877883,SO2,0.005231
22,488,43.151127,CO,0.000000
22,488,43.151127,NO,0.000000
22,488,43.151127,NO2,0.000000
22,488,43.151127,NOX,0.000484
22,488,43.151127,PM2.5,0.126372
22,488,43.151127,SO2,0.004965
22,489,43.199210,CO,0.000000
22,489,43.199210,NO,0.000000
22,489,43.199210,NO2,0.000000
22,489,43.199210,NOX,0.000477
22,489,43.199210,PM2.5,0.126080
22,489,43.199210,SO2,0.004919
22,490,43.381863,CO,0.000000
22,490,43.381863,NO,0.000000
22,490,43.381863,NO2,0.000000
22,490,43.381863,NOX,0.000452
22,490,43.381863,PM2.5,0.124977
22,490,43.381863,SO2,0.004749
22,491,27.918668,CO,0.000000
22,491,27.918668,NO,0.000005
22,491,27.918668,NO2,0.000604
22,491,27.918668,NOX,0.020774
22,491,27.918668,PM2.5,0.230593
22,491,27.918668,SO2,0.055039
22,492,27.972541,CO,0.000000
22,492,27.972541,NO,0.000005
22,492,27.972541,NO2,0.000590
22,492,27.972541,NOX,0.020558
22,492,27.972541,PM2.5,0.230207
22,492,27.972541,SO2,0.054672
22,493,60.583962,CO,0.000000
22,493,60.583962,NO,0.000000
22,493,60.583962,NO2,0.000000
22,493,60.583962,NOX,0.000001
22,493,60.583962,PM2.5,0.046273
22,493,60.583962,SO2,0.000089
22,494,97.432950,CO,0.000000
22,494,97.432950,NO,0.000000
22,494,97.432950,NO2,0.000000
22,494,97.432950,NOX,0.000000
22,494,97.432950,PM2.5,0.001822
22,494,97.432950,SO2,0.000000
22,495,25.794277,CO,0.000000
22,495,25.794277,NO,0.000026
22,495,25.794277,NO2,0.001474
22,495,25.794277,NOX,0.030874
22,495,25.794277,PM2.5,0.245684
22,495,25.794277,SO2,0.070924
22,496,93.243167,CO,0.000000
22,496,93.243167,NO,0.000000
22,496,93.243167,NO2,0.000000
22,496,93.243167,NOX,0.000000
22,496,93.243167,PM2.5,0.002839
22,496,93.243167,SO2,0.000000
22,497,28.583779,CO,0.000000
22,497,28.583779,NO,0.000003
22,497,28.583779,NO2,0.000451
22,497,28.583779,NOX,0.018233
22,497,28.583779,PM2.5,0.225828
22,497,28.583779,SO2,0.050629
22,498,28.524054,CO,0.000000
22,498,28.524054,NO,0.000003
22,498,28.524054,NO2,0.000463
22,498,28.524054,NOX,0.018450
22,498,28.524054,PM2.5,0.226257
22,498,28.524054,SO2,0.051014
22,499,14.973871,CO,0.003009
22,499,14.973871,NO,0.011845
22,499,14.973871,NO2,0.046261
22,499,14.973871,NOX,0.142825
22,499,14.973871,PM2.5,0.313913
22,499,14.973871,SO2,0.189027
22,500,54.954189,CO,0.000000
22,500,54.954189,NO,0.000000
22,500,54.954189,NO2,0.000000
22,500,54.954189,NOX,0.000009
22,500,54.954189,PM2.5,0.066415
22,500,54.954189,SO2,0.000379
22,501,50.740373,CO,0.000000
22,501,50.740373,NO,0.000000
22,501,50.740373,NO2,0.000000
22,501,50.740373,NOX,0.000041
22,501,50.740373,PM2.5,0.085060
22,501,50.740373,SO2,0.001019
22,502,33.323058,CO,0.000000
22,502,33.323058,NO,0.000000
22,502,33.323058,NO2,0.000046
22,502,33.323058,NOX,0.006583
22,502,33.323058,PM2.5,0.191862
22,502,33.323058,SO2,0.026378
22,503,97.748251,CO,0.000000
22,503,97.748251,NO,0.000000
22,503,97.748251,NO2,0.000000
22,503,97.748251,NOX,0.000000
22,503,97.748251,PM2.5,0.001760
22,503,97.748251,SO2,0.000000
22,504,55.148100,CO,0.000000
22,504,55.148100,NO,0.000000
22,504,55.148100,NO2,0.000000
22,504,55.148100,NOX,0.000008
22,504,55.148100,PM2.5,0.065632
22,504,55.148100,SO2,0.000361
22,505,91.307178,CO,0.000000
22,505,91.307178,NO,0.000000
22,505,91.307178,NO2,0.000000
22,505,91.307178,NOX,0.000000
22,505,91.307178,PM2.5,0.003463
22,505,91.307178,SO2,0.000000
22,506,60.583962,CO,0.000000
22,506,60.583962,NO,0.000000
22,506,60.583962,NO2,0.000000
22,506,60.583962,NOX,0.000001
22,506,60.583962,PM2.5,0.046273
22,506,60.583962,SO2,0.000089
22,507,16.984718,CO,0.000832
22,507,16.984718,NO,0.004852
22,507,16.984718,NO2,0.028001
22,507,16.984718,NOX,0.114261
22,507,16.984718,PM2.5,0.302904
22,507,16.984718,SO2,0.163871
22,508,29.868557,CO,0.000000
22,508,29.868557,NO,0.000001
22,508,29.868557,NO2,0.000251
22,508,29.868557,NOX,0.014048
22,508,29.868557,PM2.5,0.216600
22,508,29.868557,SO2,0.042847
22,509,55.020307,CO,0.000000
22,509,55.020307,NO,0.000000
22,509,55.020307,NO2,0.000000
22,509,55.020307,NOX,0.000008
22,509,55.020307,PM2.5,0.066147
22,509,55.020307,SO2,0.000373
22,510,54.886938,CO,0.000000
22,510,54.886938,NO,0.000000
22,510,54.886938,NO2,0.000000
22,510,54.886938,NOX,0.000009
22,510,54.886938,PM2.5,0.066688
22,510,54.886938,SO2,0.000385
22,511,54.855971,CO,0.000000
22,511,54.855971,NO,0.000000
22,511,54.855971,NO2,0.000000
22,511,54.855971,NOX,0.000009
22,511,54.855971,PM2.5,0.066814
22,511,54.855971,SO2,0.000388
22,512,94.794783,CO,0.000000
22,512,94.794783,NO,0.000000
22,512,94.794783,NO2,0.000000
22,512,94.794783,NOX,0.000000
22,512,94.794783,PM2.5,0.002414
22,512,94.794783,SO2,0.000000
22,513,94.697074,CO,0.000000
22,513,94.697074,NO,0.000000
22,513,94.697074,NO2,0.000000
22,513,94.697074,NOX,0.000000
22,513,94.697074,PM2.5,0.002439
22,513,94.697074,SO2,0.000000
22,514,96.762723,CO,0.000000
22,514,96.762723,NO,0.000000
22,514,96.762723,NO2,0.000000
22,514,96.762723,NOX,0.000000
22,514,96.762723,PM2.5,0.001958
22,514,96.762723,SO2,0.000000
22,515,96.724915,CO,0.000000
22,515,96.724915,NO,0.000000
22,515,96.724915,NO2,0.000000
22,515,96.724915,NOX,0.000000
22,515,96.724915,PM2.5,0.001966
22,515,96.724915,SO2,0.000000
22,516,28.044631,CO,0.000000
22,516,28.044631,NO,0.000005
22,516,28.044631,NO2,0.000572
22,516,28.044631,NOX,0.020272
22,516,28.044631,PM2.5,0.229691
22,516,28.044631,SO2,0.054183
22,517,69.836567,CO,0.000000
22,517,69.836567,NO,0.000000
22,517,69.836567,NO2,0.000000
22,517,69.836567,NOX,0.000000
22,517,69.836567,PM2.5,0.023669
22,517,69.836567,SO2,0.000006
22,518,27.912796,CO,0.000000
22,518,27.912796,NO,0.000005
22,518,27.912796,NO2,0.000606
22,518,27.912796,NOX,0.020798
22,518,27.912796,PM2.5,0.230635
22,518,27.912796,SO2,0.055079
22,519,32.106982,CO,0.000000
22,519,32.106982,NO,0.000000
22,519,32.106982,NO2,0.000085
22,519,32.106982,NOX,0.008678
22,519,32.106982,PM2.5,0.200534
22,519,32.106982,SO2,0.031480
22,520,42.414845,CO,0.000000
22,520,42.414845,NO,0.000000
22,520,42.414845,NO2,0.000000
22,520,42.414845,NOX,0.000603
22,520,42.414845,PM2.5,0.130873
22,520,42.414845,SO2,0.005711
22,521,96.702774,CO,0.000000
22,521,96.702774,NO,0.000000
22,521,96.702774,NO2,0.000000
22,521,96.702774,NOX,0.000000
22,521,96.702774,PM2.5,0.001971
22,521,96.702774,SO2,0.000000
22,522,95.871808,CO,0.000000
22,522,95.871808,NO,0.000000
22,522,95.871808,NO2,0.000000
22,522,95.871808,NOX,0.000000
22,522,95.871808,PM2.5,0.002154
22,522,95.871808,SO2,0.000000
22,523,81.945975,CO,0.000000
22,523,81.945975,NO,0.000000
22,523,81.945975,NO2,0.000000
22,523,81.945975,NOX,0.000000
22,523,81.945975,PM2.5,0.008525
22,523,81.945975,SO2,0.000000
22,524,36.062914,CO,0.000000
22,524,36.062914,NO,0.000000
22,524,36.062914,NO2,0.000010
22,524,36.062914,NOX,0.003402
22,524,36.062914,PM2.5,0.172632
22,524,36.062914,SO2,0.017289
22,525,33.792447,CO,0.000000
22,525,33.792447,NO,0.000000
22,525,33.792447,NO2,0.000036
22,525,33.792447,NOX,0.005901
22,525,33.792447,PM2.5,0.188534
22,525,33.792447,SO2,0.024595
22,526,33.784105,CO,0.000000
22,526,33.784105,NO,0.000000
22,526,33.784105,NO2,0.000036
22,526,33.784105,NOX,0.005913
22,526,33.784105,PM2.5,0.188593
22,526,33.784105,SO2,0.024625
22,527,33.870066,CO,0.000000
22,527,33.870066,NO,0.000000
22,527,33.870066,NO2,0.000034
22,527,33.870066,NOX,0.005794
22,527,33.870066,PM2.5,0.187984
22,527,33.870066,SO2,0.024309
22,528,33.803072,CO,0.000000
22,528,33.803072,NO,0.000000
22,528,33.803072,NO2,0.000035
22,528,33.803072,NOX,0.005886
22,528,33.803072,PM2.5,0.188458
22,528,33.803072,SO2,0.024555
22,529,33.816737,CO,0.000000
22,529,33.816737,NO,0.000000
22,529,33.816737,NO2,0.000035
22,529,33.816737,NOX,0.005867
22,529,33.816737,PM2.5,0.188362
22,529,33.816737,SO2,0.024505
22,530,33.835402,CO,0.000000
22,530,33.835402,NO,0.000000
22,530,33.835402,NO2,0.000035
22,530,33.835402,NOX,0.005842
22,530,33.835402,PM2.5,0.188230
22,530,33.835402,SO2,0.024436
22,531,33.889435,CO,0.000000
22,531,33.889435,NO,0.000000
22,531,33.889435,NO2,0.000034
22,531,33.889435,NOX,0.005768
22,531,33.889435,PM2.5,0.187847
22,531,33.889435,SO2,0.024238
22,532,39.268713,CO,0.000000
22,532,39.268713,NO,0.000000
22,532,39.268713,NO2,0.000002
22,532,39.268713,NOX,0.001471
22,532,39.268713,PM2.5,0.150957
22,532,39.268713,SO2,0.010109
22,533,70.715842,CO,0.000000
22,533,70.715842,NO,0.000000
22,533,70.715842,NO2,0.000000
22,533,70.715842,NOX,0.000000
22,533,70.715842,PM2.5,0.022098
22,533,70.715842,SO2,0.000005
22,534,88.828677,CO,0.000000
22,534,88.828677,NO,0.000000
22,534,88.828677,NO2,0.000000
22,534,88.828677,NOX,0.000000
22,534,88.828677,PM2.5,0.004437
22,534,88.828677,SO2,0.000000
22,535,62.837384,CO,0.000000
22,535,62.837384,NO,0.000000
22,535,62.837384,NO2,0.000000
22,535,62.837384,NOX,0.000000
22,535,62.837384,PM2.5,0.039648
22,535,62.837384,SO2,0.000048
22,536,75.795763,CO,0.000000
22,536,75.795763,NO,0.000000
22,536,75.795763,NO2,0.000000
22,536,75.795763,NOX,0.000000
22,536,75.795763,PM2.5,0.014615
22,536,75.795763,SO2,0.000001
22,537,92.981193,CO,0.000000
22,537,92.981193,NO,0.000000
22,537,92.981193,NO2,0.000000
22,537,92.981193,NOX,0.000000
22,537,92.981193,PM2.5,0.002917
22,537,92.981193,SO2,0.000000
22,538,46.511377,CO,0.000000
22,538,46.511377,NO,0.000000
22,538,46.511377,NO2,0.000000
22,538,46.511377,NOX,0.000170
22,538,46.511377,PM2.5,0.106895
22,538,46.511377,SO2,0.002542
22,539,48.389370,CO,0.000000
22,539,48.389370,NO,0.000000
